Algorithm,Log Source,Log,Window Size,SW Step Size,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,P-Value,Complete-Window Size,Detection-Window Size,Stable Period,MRID,Epsilon,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds)
Martjushev ADWIN WC,Ostovar,Composite_ORI_output_ORI_5,,,400.0,500.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:06:42,402.0
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove,,,400.0,400.0,,0.05,,,,,,[],"[999, 1999]",,,00:00:16,16.0
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_IRO,,,100.0,600.0,,0.05,,,,,,[507],[499],1.0,8.0,00:00:03,3.0
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR,,,400.0,400.0,,0.005,,,,,,[2025],"[999, 1999]",0.6666666666666666,26.0,00:00:16,16.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_pm,,,100.0,400.0,,0.1,,,,,,"[289, 549]",[499],0.6666666666666666,50.0,00:00:01,1.0
Martjushev ADWIN J,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,,,300.0,700.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:11:21,681.0
Martjushev ADWIN WC,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,,,300.0,700.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:06:13,373.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_RIO,,,300.0,600.0,10.0,0.4,,,,,,[],[499],,,00:00:10,10.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_RIO,,,300.0,600.0,10.0,0.4,,,,,,[],[499],,,00:00:05,5.0
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,100.0,700.0,,0.005,,,,,,"[1060, 2198]","[999, 1999]",1.0,130.0,00:01:05,65.0
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_IRO,,,100.0,700.0,,0.0001,,,,,,[541],[499],1.0,42.0,00:00:01,1.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_OIR,,,300.0,400.0,50.0,0.4,,,,,,[449],[499],1.0,50.0,00:00:08,8.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_OIR,,,300.0,400.0,50.0,0.4,,,,,,[],[499],,,00:00:03,3.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cp,,,400.0,600.0,,0.1,,,,,,[600],[499],1.0,101.0,00:00:00,0.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_cp,,,200.0,400.0,10.0,0.4,,,,,,[449],[499],1.0,50.0,00:00:09,9.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_cp,,,200.0,400.0,10.0,0.4,,,,,,[],[499],,,00:00:06,6.0
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_re,,,200.0,700.0,,0.005,,,,,,[525],[499],1.0,26.0,00:00:02,2.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_rp,,,100.0,500.0,50.0,0.4,,,,,,[],[499],,,00:00:07,7.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_rp,,,100.0,500.0,50.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_cb,,,300.0,600.0,50.0,0.4,,,,,,[449],[499],1.0,50.0,00:00:09,9.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_cb,,,300.0,600.0,50.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_re,,,100.0,700.0,10.0,0.4,,,,,,[319],[499],1.0,180.0,00:00:09,9.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_re,,,100.0,700.0,10.0,0.4,,,,,,[],[499],,,00:00:05,5.0
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR,,,200.0,700.0,,0.05,,,,,,"[1055, 1955]","[999, 1999]",1.0,50.0,00:01:00,60.0
Process Graph Metrics,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,,,100.0,700.0,,0.005,,,,,,"[1102, 2247]","[999, 1999]",0.5,103.0,00:01:27,87.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_cf,,,200.0,500.0,20.0,0.4,,,,,,[319],[499],1.0,180.0,00:00:08,8.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_cf,,,200.0,500.0,20.0,0.4,,,,,,[],[499],,,00:00:03,3.0
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR_5,,,100.0,400.0,,0.05,,,,,,"[1001, 1623, 1813, 1993, 2633]","[999, 1999]",0.5714285714285715,4.0,00:01:09,69.0
Martjushev ADWIN J,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_2,,,300.0,600.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:08:01,481.0
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_2,,,300.0,600.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:04:14,254.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_lp,,,100.0,400.0,10.0,0.4,,,,,,[359],[499],1.0,140.0,00:00:11,11.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_lp,,,100.0,400.0,10.0,0.4,,,,,,[],[499],,,00:00:06,6.0
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_sw,,,100.0,500.0,,0.05,,,,,,[],[499],,,00:00:01,1.0
Martjushev ADWIN J,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_5,,,200.0,600.0,10.0,0.4,,,,,,[599],"[999, 1999]",,,00:11:00,660.0
Martjushev ADWIN WC,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_5,,,200.0,600.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:07:19,439.0
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_2,,,100.0,600.0,,0.0001,,,,,,"[1030, 1986]","[999, 1999]",1.0,22.0,00:00:47,47.0
Martjushev ADWIN J,Ostovar,Nested_ORI_output_ORI_5,,,400.0,600.0,10.0,0.4,,,,,,"[926, 1952]","[999, 1999]",1.0,60.0,00:11:03,663.0
Martjushev ADWIN WC,Ostovar,Nested_ORI_output_ORI_5,,,400.0,600.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:09:05,545.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_sw,,,100.0,400.0,,0.005,,,,,,[],[499],,,00:00:09,9.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_pm,,,300.0,700.0,20.0,0.4,,,,,,[],[499],,,00:00:10,10.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_pm,,,300.0,700.0,20.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Martjushev ADWIN J,Ostovar,Composite_IRO_output_IRO_5,,,100.0,500.0,20.0,0.4,,,,,,"[971, 1915]","[999, 1999]",1.0,56.0,00:11:05,665.0
Martjushev ADWIN WC,Ostovar,Composite_IRO_output_IRO_5,,,100.0,500.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:06:41,401.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_lp,,,200.0,600.0,,0.005,,,,,,[475],[499],1.0,24.0,00:00:04,4.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_RIO,,,300.0,600.0,50.0,0.4,,,,,,[],[499],,,00:00:07,7.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_RIO,,,300.0,600.0,50.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_RIO,,,300.0,600.0,50.0,0.4,,,,,,[499],[499],1.0,0.0,00:00:09,9.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_RIO,,,300.0,600.0,50.0,0.4,,,,,,[],[499],,,00:00:03,3.0
Process Graph Metrics,Ostovar,Atomic_Skip_output_Skip,,,100.0,700.0,,0.005,,,,,,"[1136, 2104]","[999, 1999]",1.0,121.0,00:01:33,93.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_RIO,,,100.0,500.0,10.0,0.4,,,,,,[],[499],,,00:00:12,12.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_RIO,,,100.0,500.0,10.0,0.4,,,,,,[],[499],,,00:00:07,7.0
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_pm,,,200.0,600.0,,0.0001,,,,,,[],[499],,,00:00:01,1.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_rp,,,300.0,600.0,50.0,0.4,,,,,,[],[499],,,00:00:08,8.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_rp,,,300.0,600.0,50.0,0.4,,,,,,[],[499],,,00:00:03,3.0
Martjushev ADWIN J,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence,,,400.0,500.0,10.0,0.4,,,,,,"[919, 1935]","[999, 1999]",1.0,72.0,00:07:26,446.0
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence,,,400.0,500.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:03:55,235.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_pm,,,100.0,500.0,10.0,0.4,,,,,,[399],[499],1.0,100.0,00:00:12,12.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_pm,,,100.0,500.0,10.0,0.4,,,,,,[],[499],,,00:00:07,7.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_rp,,,100.0,600.0,,0.05,,,,,,[563],[499],1.0,64.0,00:00:02,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_re,,,200.0,400.0,,0.1,,,,,,[520],[499],1.0,21.0,00:00:06,6.0
Process Graph Metrics,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_5,,,100.0,700.0,,0.0001,,,,,,"[1100, 2164]","[999, 1999]",1.0,133.0,00:02:59,179.0
Process Graph Metrics,Ostovar,Nested_ORI_output_ORI_2,,,100.0,500.0,,0.1,,,,,,"[939, 2079]","[999, 1999]",1.0,70.0,00:00:24,24.0
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_5,,,300.0,600.0,,0.005,,,,,,[972],"[999, 1999]",0.6666666666666666,27.0,00:02:20,140.0
Process Graph Metrics,Ostovar,Nested_ORI_output_ORI,,,300.0,500.0,,0.0001,,,,,,"[1018, 1987]","[999, 1999]",1.0,15.5,00:00:56,56.0
Martjushev ADWIN J,Ostovar,Nested_OIR_output_OIR_5,,,100.0,400.0,50.0,0.4,,,,,,"[799, 1950]","[999, 1999]",1.0,124.5,00:10:05,605.0
Martjushev ADWIN WC,Ostovar,Nested_OIR_output_OIR_5,,,100.0,400.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:05:35,335.0
Process Graph Metrics,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval,,,200.0,700.0,,0.1,,,,,,"[1023, 2026]","[999, 1999]",1.0,25.5,00:01:09,69.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_sw,,,200.0,600.0,10.0,0.4,,,,,,[],[499],,,00:00:12,12.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_sw,,,200.0,600.0,10.0,0.4,,,,,,[],[499],,,00:00:06,6.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_cd,,,100.0,700.0,50.0,0.4,,,,,,[],[499],,,00:00:06,6.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_cd,,,100.0,700.0,50.0,0.4,,,,,,[],[499],,,00:00:03,3.0
Process Graph Metrics,Ostovar,Composite_ORI_output_ORI,,,400.0,500.0,,0.1,,,,,,"[961, 1736]","[999, 1999]",0.5,38.0,00:05:05,305.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_cp,,,400.0,700.0,10.0,0.4,,,,,,[399],[499],1.0,100.0,00:00:09,9.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_cp,,,400.0,700.0,10.0,0.4,,,,,,[],[499],,,00:00:05,5.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_pl,,,300.0,400.0,50.0,0.4,,,,,,[],[499],,,00:00:05,5.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_pl,,,300.0,400.0,50.0,0.4,,,,,,[],[499],,,00:00:03,3.0
Martjushev ADWIN J,Ostovar,Atomic_Frequency_output_Frequency_5,,,300.0,400.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:05:14,314.0
Martjushev ADWIN WC,Ostovar,Atomic_Frequency_output_Frequency_5,,,300.0,400.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:03:25,205.0
Martjushev ADWIN J,Ostovar,Composite_RIO_output_RIO,,,100.0,400.0,10.0,0.4,,,,,,"[941, 1980]","[999, 1999]",1.0,38.5,00:08:07,487.0
Martjushev ADWIN WC,Ostovar,Composite_RIO_output_RIO,,,100.0,400.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:04:07,247.0
Martjushev ADWIN J,Ostovar,Composite_OIR_output_OIR_2,,,300.0,500.0,20.0,0.4,,,,,,"[904, 1945]","[999, 1999]",1.0,74.5,00:09:44,584.0
Martjushev ADWIN WC,Ostovar,Composite_OIR_output_OIR_2,,,300.0,500.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:05:01,301.0
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR_5,,,400.0,500.0,,0.0001,,,,,,"[1003, 1734, 1999]","[999, 1999]",0.8,2.0,00:00:45,45.0
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_2,,,200.0,400.0,,0.005,,,,,,"[1019, 2169]","[999, 1999]",1.0,95.0,00:00:41,41.0
Martjushev ADWIN J,Ostovar,Atomic_SerialMove_output_SerialMove_2,,,100.0,500.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:10:12,612.0
Martjushev ADWIN WC,Ostovar,Atomic_SerialMove_output_SerialMove_2,,,100.0,500.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:05:09,309.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_IOR,,,100.0,400.0,20.0,0.4,,,,,,[],[499],,,00:00:07,7.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_IOR,,,100.0,400.0,20.0,0.4,,,,,,[],[499],,,00:00:03,3.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_rp,,,200.0,400.0,20.0,0.4,,,,,,[],[499],,,00:00:07,7.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_rp,,,200.0,400.0,20.0,0.4,,,,,,[],[499],,,00:00:06,6.0
Process Graph Metrics,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence,,,300.0,700.0,,0.1,,,,,,[],"[999, 1999]",,,00:00:17,17.0
Process Graph Metrics,Ostovar,Atomic_SerialMove_output_SerialMove,,,400.0,600.0,,0.05,,,,,,[],"[999, 1999]",,,00:00:17,17.0
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cp,,,100.0,700.0,,0.0001,,,,,,[],[499],,,00:00:19,19.0
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR_5,,,400.0,400.0,,0.0001,,,,,,"[981, 1972]","[999, 1999]",1.0,22.5,00:00:38,38.0
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR,,,300.0,600.0,,0.05,,,,,,"[1050, 2027]","[999, 1999]",1.0,39.5,00:00:09,9.0
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cf,,,300.0,500.0,,0.0001,,,,,,[],[499],,,00:00:37,37.0
Process Graph Metrics,Ostovar,Nested_ORI_output_ORI_2,,,400.0,600.0,,0.1,,,,,,"[1001, 2056]","[999, 1999]",1.0,29.5,00:01:09,69.0
Martjushev ADWIN J,Ostovar,Nested_OIR_output_OIR_5,,,300.0,600.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:12:33,753.0
Martjushev ADWIN WC,Ostovar,Nested_OIR_output_OIR_5,,,300.0,600.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:08:43,523.0
Process Graph Metrics,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence,,,400.0,500.0,,0.1,,,,,,[],"[999, 1999]",,,00:00:11,11.0
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cf,,,300.0,400.0,,0.0001,,,,,,[],[499],,,00:00:00,0.0
Process Graph Metrics,Ostovar,Atomic_SerialMove_output_SerialMove_2,,,400.0,400.0,,0.0001,,,,,,[],"[999, 1999]",,,00:00:15,15.0
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence,,,300.0,500.0,,0.0001,,,,,,[1050],"[999, 1999]",0.6666666666666666,51.0,00:00:23,23.0
Process Graph Metrics,Ostovar,Atomic_Loop_output_Loop_5,,,100.0,500.0,,0.1,,,,,,"[995, 2140]","[999, 1999]",1.0,72.5,00:00:30,30.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_cd,,,300.0,400.0,10.0,0.4,,,,,,[],[499],,,00:00:07,7.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_cd,,,300.0,400.0,10.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cf,,,100.0,700.0,,0.0001,,,,,,[],[499],,,00:00:29,29.0
Process Graph Metrics,Ostovar,Atomic_Substitute_output_Substitute,,,200.0,500.0,,0.0001,,,,,,"[1040, 2012]","[999, 1999]",1.0,27.0,00:00:22,22.0
Process Graph Metrics,Ostovar,Atomic_Swap_output_Swap_5,,,400.0,400.0,,0.0001,,,,,,[2111],"[999, 1999]",0.6666666666666666,112.0,00:00:36,36.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_lp,,,400.0,500.0,50.0,0.4,,,,,,[399],[499],1.0,100.0,00:00:09,9.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_lp,,,400.0,500.0,50.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_OIR,,,400.0,600.0,,0.05,,,,,,[600],[499],1.0,101.0,00:00:00,0.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cd,,,200.0,400.0,,0.0001,,,,,,[],[499],,,00:00:01,1.0
Martjushev ADWIN J,Ostovar,Composite_IRO_output_IRO_2,,,200.0,400.0,50.0,0.4,,,,,,"[924, 1950]","[999, 1999]",1.0,62.0,00:11:00,660.0
Martjushev ADWIN WC,Ostovar,Composite_IRO_output_IRO_2,,,200.0,400.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:05:39,339.0
Process Graph Metrics,Ostovar,Composite_ORI_output_ORI_2,,,100.0,600.0,,0.0001,,,,,,"[985, 1953]","[999, 1999]",1.0,30.0,00:03:37,217.0
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR_5,,,300.0,600.0,,0.05,,,,,,[1020],"[999, 1999]",0.6666666666666666,21.0,00:01:05,65.0
Process Graph Metrics,Ostovar,Composite_ORI_output_ORI,,,200.0,700.0,,0.1,,,,,,"[956, 1744, 3069]","[999, 1999]",0.4,43.0,00:01:55,115.0
Process Graph Metrics,Ostovar,Atomic_Frequency_output_Frequency_5,,,300.0,500.0,,0.05,,,,,,"[972, 2115]","[999, 1999]",1.0,71.5,00:00:12,12.0
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cp,,,200.0,600.0,,0.005,,,,,,[520],[499],1.0,21.0,00:00:00,0.0
Process Graph Metrics,Ostovar,Atomic_Swap_output_Swap_2,,,300.0,500.0,,0.0001,,,,,,[],"[999, 1999]",,,00:02:08,128.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_pl,,,400.0,400.0,10.0,0.4,,,,,,[],[499],,,00:00:09,9.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_pl,,,400.0,400.0,10.0,0.4,,,,,,[],[499],,,00:00:05,5.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_OIR,,,200.0,400.0,50.0,0.4,,,,,,[449],[499],1.0,50.0,00:00:12,12.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_OIR,,,200.0,400.0,50.0,0.4,,,,,,[],[499],,,00:00:06,6.0
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cf,,,400.0,700.0,,0.0001,,,,,,[],[499],,,00:00:57,57.0
Process Graph Metrics,Ostovar,Atomic_SerialMove_output_SerialMove_5,,,400.0,600.0,,0.05,,,,,,[994],"[999, 1999]",0.6666666666666666,5.0,00:01:15,75.0
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_pm,,,400.0,600.0,,0.1,,,,,,[756],[499],,,00:00:02,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_lp,,,200.0,600.0,,0.0001,,,,,,[481],[499],1.0,18.0,00:00:02,2.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_rp,,,400.0,400.0,10.0,0.4,,,,,,[],[499],,,00:00:07,7.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_rp,,,400.0,400.0,10.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_lp,,,100.0,400.0,,0.05,,,,,,[477],[499],1.0,22.0,00:00:01,1.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_cb,,,300.0,400.0,10.0,0.4,,,,,,[],[499],,,00:00:08,8.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_cb,,,300.0,400.0,10.0,0.4,,,,,,[],[499],,,00:00:05,5.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_lp,,,400.0,600.0,,0.05,,,,,,[600],[499],1.0,101.0,00:00:00,0.0
Martjushev ADWIN J,Ostovar,Composite_RIO_output_RIO_5,,,200.0,700.0,50.0,0.4,,,,,,"[961, 1975]","[999, 1999]",1.0,31.0,00:09:22,562.0
Martjushev ADWIN WC,Ostovar,Composite_RIO_output_RIO_5,,,200.0,700.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:05:25,325.0
Martjushev ADWIN J,Ostovar,Composite_ROI_output_ROI_5,,,300.0,400.0,50.0,0.4,,,,,,"[749, 1900]","[999, 1999]",0.5,99.0,00:09:39,579.0
Martjushev ADWIN WC,Ostovar,Composite_ROI_output_ROI_5,,,300.0,400.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:05:15,315.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_re,,,400.0,700.0,20.0,0.4,,,,,,[399],[499],1.0,100.0,00:00:07,7.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_re,,,400.0,700.0,20.0,0.4,,,,,,[],[499],,,00:00:02,2.0
Process Graph Metrics,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence,,,100.0,500.0,,0.1,,,,,,[],"[999, 1999]",,,00:00:20,20.0
Process Graph Metrics,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_2,,,400.0,700.0,,0.005,,,,,,"[1032, 2165]","[999, 1999]",1.0,99.5,00:00:15,15.0
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_IOR,,,400.0,600.0,,0.0001,,,,,,[720],[499],,,00:00:00,0.0
Martjushev ADWIN J,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence,,,100.0,700.0,20.0,0.4,,,,,,"[944, 1960]","[999, 1999]",1.0,47.0,00:07:36,456.0
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence,,,100.0,700.0,20.0,0.4,,,,,,[],"[999, 1999]",,,00:03:58,238.0
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR,,,200.0,600.0,,0.0001,,,,,,[1050],"[999, 1999]",0.6666666666666666,51.0,00:00:12,12.0
Martjushev ADWIN J,Ostovar,Atomic_Swap_output_Swap_5,,,100.0,400.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:07:42,462.0
Martjushev ADWIN WC,Ostovar,Atomic_Swap_output_Swap_5,,,100.0,400.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:04:43,283.0
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cb,,,100.0,500.0,,0.05,,,,,,[540],[499],1.0,41.0,00:00:00,0.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cd,,,100.0,400.0,,0.05,,,,,,[],[499],,,00:00:01,1.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_pl,,,400.0,700.0,20.0,0.4,,,,,,[],[499],,,00:00:09,9.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_pl,,,400.0,700.0,20.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_cf,,,200.0,700.0,10.0,0.4,,,,,,[319],[499],1.0,180.0,00:00:07,7.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_cf,,,200.0,700.0,10.0,0.4,,,,,,[],[499],,,00:00:04,4.0
Martjushev ADWIN J,Ostovar,Atomic_Loop_output_Loop_2,,,100.0,700.0,50.0,0.4,,,,,,"[899, 2025]","[999, 1999]",1.0,63.0,00:06:57,417.0
Martjushev ADWIN WC,Ostovar,Atomic_Loop_output_Loop_2,,,100.0,700.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:04:13,253.0
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR_2,,,200.0,600.0,,0.0001,,,,,,[1050],"[999, 1999]",0.6666666666666666,51.0,00:00:16,16.0
Martjushev ADWIN J,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,,,300.0,500.0,50.0,0.4,,,,,,[949],"[999, 1999]",0.6666666666666666,50.0,00:07:36,456.0
Martjushev ADWIN WC,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,,,300.0,500.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:04:08,248.0
Martjushev ADWIN J,Ostovar,Atomic_SerialMove_output_SerialMove_2,,,300.0,500.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:11:20,680.0
Martjushev ADWIN WC,Ostovar,Atomic_SerialMove_output_SerialMove_2,,,300.0,500.0,10.0,0.4,,,,,,[],"[999, 1999]",,,00:06:52,412.0
Martjushev ADWIN J,Ostovar,Composite_OIR_output_OIR_5,,,200.0,600.0,50.0,0.4,,,,,,"[961, 1975]","[999, 1999]",1.0,31.0,00:09:00,540.0
Martjushev ADWIN WC,Ostovar,Composite_OIR_output_OIR_5,,,200.0,600.0,50.0,0.4,,,,,,[],"[999, 1999]",,,00:04:52,292.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_sw,,,400.0,600.0,10.0,0.4,,,,,,[],[499],,,00:00:09,9.0
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_sw,,,400.0,600.0,10.0,0.4,,,,,,[],[499],,,00:00:05,5.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_cd,,,400.0,700.0,20.0,0.4,,,,,,[],[499],,,00:00:09,9.0
