Algorithm,Log Source,Log,Window Size,SW Step Size,Min Adaptive Window,Max Adaptive Window,ADWIN Step Size,P-Value,Complete-Window Size,Detection-Window Size,Stable Period,MRID,Epsilon,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,Duration (Seconds),pen_scale
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_IRO,,,300,600,,0.0001,,,,,,[548],[499],1,49,0:00:01,1,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_cd,,,400,700,10,0.4,,,,,,[],[499],,,0:00:09,9,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_cd,,,400,700,10,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_ROI,,,100,400,,0.005,,,,,,[487],[499],1,12,0:00:03,3,
Martjushev ADWIN J,Ostovar,Composite_ROI_output_ROI,,,200,700,20,0.4,,,,,,"[944, 1920]","[999, 1999]",1,67,0:08:59,539,
Martjushev ADWIN WC,Ostovar,Composite_ROI_output_ROI,,,200,700,20,0.4,,,,,,[],"[999, 1999]",,,0:05:36,336,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cp,,,200,700,,0.0001,,,,,,[],[499],,,0:00:16,16,
Martjushev ADWIN J,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,,,400,400,50,0.4,,,,,,[],"[999, 1999]",,,0:07:18,438,
Martjushev ADWIN WC,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,,,400,400,50,0.4,,,,,,[],"[999, 1999]",,,0:04:21,261,
Martjushev ADWIN J,Ostovar,Nested_ROI_output_ROI_5,,,400,600,10,0.4,,,,,,"[899, 1790]","[999, 1999]",0.5,100,0:09:44,584,
Martjushev ADWIN WC,Ostovar,Nested_ROI_output_ROI_5,,,400,600,10,0.4,,,,,,[],"[999, 1999]",,,0:06:54,414,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_ROI,,,100,600,20,0.4,,,,,,[359],[499],1,140,0:00:10,10,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_ROI,,,100,600,20,0.4,,,,,,[],[499],,,0:00:06,6,
Process Graph Metrics,Ostovar,Atomic_Skip_output_Skip_2,,,100,400,,0.0001,,,,,,[1018],"[999, 1999]",0.666666667,19,0:00:43,43,
Martjushev ADWIN J,Ostovar,Atomic_Swap_output_Swap_2,,,400,700,50,0.4,,,,,,[],"[999, 1999]",,,0:08:08,488,
Martjushev ADWIN WC,Ostovar,Atomic_Swap_output_Swap_2,,,400,700,50,0.4,,,,,,[],"[999, 1999]",,,0:04:18,258,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,300,400,,0.05,,,,,,[1025],"[999, 1999]",0.666666667,26,0:02:09,129,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR,,,400,700,,0.1,,,,,,"[1012, 2142]","[999, 1999]",1,78,0:00:11,11,
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,,,400,400,,0.0001,,,,,,[],"[999, 1999]",,,0:01:16,76,
Martjushev ADWIN J,Ostovar,Atomic_ParallelMove_output_ParallelMove_2,,,300,500,20,0.4,,,,,,[],"[999, 1999]",,,0:11:07,667,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelMove_output_ParallelMove_2,,,300,500,20,0.4,,,,,,[],"[999, 1999]",,,0:06:02,362,
Process Graph Metrics,Ostovar,Composite_ORI_output_ORI,,,400,500,,0.0001,,,,,,"[953, 1963]","[999, 1999]",1,41,0:00:30,30,
Martjushev ADWIN J,Ostovar,Atomic_Loop_output_Loop,,,100,500,50,0.4,,,,,,"[949, 1975]","[999, 1999]",1,37,0:05:49,349,
Martjushev ADWIN WC,Ostovar,Atomic_Loop_output_Loop,,,100,500,50,0.4,,,,,,[],"[999, 1999]",,,0:03:20,200,
Martjushev ADWIN J,Ostovar,Atomic_Loop_output_Loop_2,,,200,600,20,0.4,,,,,,"[899, 1980]","[999, 1999]",1,59.5,0:08:03,483,
Martjushev ADWIN WC,Ostovar,Atomic_Loop_output_Loop_2,,,200,600,20,0.4,,,,,,[],"[999, 1999]",,,0:04:36,276,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cd,,,100,700,,0.1,,,,,,[],[499],,,0:00:01,1,
Martjushev ADWIN J,Ostovar,Atomic_Swap_output_Swap,,,300,600,20,0.4,,,,,,[],"[999, 1999]",,,0:06:51,411,
Martjushev ADWIN WC,Ostovar,Atomic_Swap_output_Swap,,,300,600,20,0.4,,,,,,[],"[999, 1999]",,,0:04:09,249,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_cf,,,300,500,50,0.4,,,,,,[349],[499],1,150,0:00:08,8,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_cf,,,300,500,50,0.4,,,,,,[],[499],,,0:00:04,4,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_sw,,,300,700,20,0.4,,,,,,[],[499],,,0:00:07,7,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_sw,,,300,700,20,0.4,,,,,,[],[499],,,0:00:04,4,
Martjushev ADWIN J,Ostovar,Composite_RIO_output_RIO,,,100,600,50,0.4,,,,,,"[961, 1943]","[999, 1999]",1,47,0:07:39,459,
Martjushev ADWIN WC,Ostovar,Composite_RIO_output_RIO,,,100,600,50,0.4,,,,,,[],"[999, 1999]",,,0:04:04,244,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_5,,,400,400,,0.005,,,,,,"[1053, 2096]","[999, 1999]",1,75.5,0:00:58,58,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_ROI,,,400,700,10,0.4,,,,,,[399],[499],1,100,0:00:05,5,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_ROI,,,400,700,10,0.4,,,,,,[],[499],,,0:00:03,3,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_2,,,200,700,,0.005,,,,,,"[1032, 2165]","[999, 1999]",1,99.5,0:00:18,18,
Martjushev ADWIN J,Ostovar,Nested_OIR_output_OIR,,,400,400,20,0.4,,,,,,[1879],"[999, 1999]",0.666666667,120,0:08:56,536,
Martjushev ADWIN WC,Ostovar,Nested_OIR_output_OIR,,,400,400,20,0.4,,,,,,[],"[999, 1999]",,,0:04:32,272,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_IRO,,,200,400,,0.1,,,,,,[497],[499],1,2,0:00:04,4,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_RIO,,,400,400,20,0.4,,,,,,[],[499],,,0:00:06,6,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_RIO,,,400,400,20,0.4,,,,,,[],[499],,,0:00:03,3,
Martjushev ADWIN J,Ostovar,Nested_RIO_output_RIO_5,,,200,600,10,0.4,,,,,,"[899, 1875]","[999, 1999]",1,112,0:12:26,746,
Martjushev ADWIN WC,Ostovar,Nested_RIO_output_RIO_5,,,200,600,10,0.4,,,,,,[],"[999, 1999]",,,0:09:58,598,
Process Graph Metrics,Ostovar,Nested_ROI_output_ROI,,,200,600,,0.0001,,,,,,"[1065, 2045]","[999, 1999]",1,56,0:00:13,13,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI_5,,,300,500,,0.05,,,,,,"[920, 2060]","[999, 1999]",1,70,0:00:19,19,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_IOR,,,100,500,20,0.4,,,,,,[],[499],,,0:00:08,8,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_IOR,,,100,500,20,0.4,,,,,,[],[499],,,0:00:05,5,
Martjushev ADWIN J,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,,,300,400,10,0.4,,,,,,[],"[999, 1999]",,,0:08:58,538,
Martjushev ADWIN WC,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,,,300,400,10,0.4,,,,,,[],"[999, 1999]",,,0:05:26,326,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_lp,,,400,400,20,0.4,,,,,,[399],[499],1,100,0:00:06,6,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_lp,,,400,400,20,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ostovar,Nested_OIR_output_OIR_2,,,100,500,,0.1,,,,,,[1080],"[999, 1999]",0.666666667,81,0:00:57,57,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cd,,,200,400,,0.1,,,,,,[],[499],,,0:00:00,0,
Martjushev ADWIN J,Ostovar,Composite_OIR_output_OIR,,,100,400,20,0.4,,,,,,"[959, 1965]","[999, 1999]",1,37,0:07:28,448,
Martjushev ADWIN WC,Ostovar,Composite_OIR_output_OIR,,,100,400,20,0.4,,,,,,[],"[999, 1999]",,,0:03:28,208,
Process Graph Metrics,Ostovar,Composite_OIR_output_OIR_2,,,400,400,,0.1,,,,,,"[1006, 2156]","[999, 1999]",1,82,0:00:23,23,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_sw,,,200,500,10,0.4,,,,,,[],[499],,,0:00:11,11,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_sw,,,200,500,10,0.4,,,,,,[],[499],,,0:00:06,6,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO,,,400,700,,0.005,,,,,,"[1000, 2055]","[999, 1999]",1,28.5,0:01:24,84,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_RIO,,,400,600,10,0.4,,,,,,[],[499],,,0:00:09,9,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_RIO,,,400,600,10,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_5,,,200,700,,0.1,,,,,,"[1081, 2024]","[999, 1999]",1,53.5,0:02:32,152,
Martjushev ADWIN J,Ostovar,Atomic_Loop_output_Loop_2,,,300,600,50,0.4,,,,,,"[899, 2025]","[999, 1999]",1,63,0:06:47,407,
Martjushev ADWIN WC,Ostovar,Atomic_Loop_output_Loop_2,,,300,600,50,0.4,,,,,,[],"[999, 1999]",,,0:04:16,256,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,400,400,50,0.4,,,,,,[1999],"[999, 1999]",0.666666667,0,0:07:59,479,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,400,400,50,0.4,,,,,,[],"[999, 1999]",,,0:04:10,250,
Martjushev ADWIN J,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,,,100,600,50,0.4,,,,,,"[949, 1900]","[999, 1999]",1,74.5,0:07:44,464,
Martjushev ADWIN WC,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,,,100,600,50,0.4,,,,,,[],"[999, 1999]",,,0:03:56,236,
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR_2,,,300,600,,0.005,,,,,,"[995, 1963]","[999, 1999]",1,20,0:02:08,128,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_cd,,,200,400,50,0.4,,,,,,[],[499],,,0:00:07,7,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_cd,,,200,400,50,0.4,,,,,,[],[499],,,0:00:03,3,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cf,,,100,600,,0.0001,,,,,,[],[499],,,0:00:37,37,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_ROI,,,100,700,,0.1,,,,,,"[472, 922]",[499],0.666666667,27,0:00:02,2,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_RIO,,,100,700,,0.05,,,,,,[648],[499],1,149,0:00:01,1,
Process Graph Metrics,Ostovar,Atomic_Swap_output_Swap_5,,,100,600,,0.0001,,,,,,[2112],"[999, 1999]",0.666666667,113,0:02:14,134,
Martjushev ADWIN J,Ostovar,Atomic_ParallelMove_output_ParallelMove,,,400,500,20,0.4,,,,,,[],"[999, 1999]",,,0:09:13,553,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelMove_output_ParallelMove,,,400,500,20,0.4,,,,,,[],"[999, 1999]",,,0:05:17,317,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO,,,200,700,,0.0001,,,,,,"[1012, 1993]","[999, 1999]",1,9.5,0:01:59,119,
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR_2,,,200,500,,0.005,,,,,,"[1031, 2081]","[999, 1999]",1,57,0:00:25,25,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_ROI,,,400,700,20,0.4,,,,,,[399],[499],1,100,0:00:07,7,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_ROI,,,400,700,20,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove,,,300,600,,0.0001,,,,,,[],"[999, 1999]",,,0:00:08,8,
Martjushev ADWIN J,Ostovar,Composite_ORI_output_ORI,,,300,400,50,0.4,,,,,,"[799, 1900]","[999, 1999]",1,149.5,0:08:46,526,
Martjushev ADWIN WC,Ostovar,Composite_ORI_output_ORI,,,300,400,50,0.4,,,,,,[],"[999, 1999]",,,0:04:46,286,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO,,,300,400,,0.05,,,,,,[1045],"[999, 1999]",0.666666667,46,0:01:40,100,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cb,,,400,700,,0.05,,,,,,[601],[499],1,102,0:00:00,0,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_IOR,,,400,600,,0.005,,,,,,[720],[499],,,0:00:00,0,
Martjushev ADWIN J,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,,,200,500,20,0.4,,,,,,[2001],"[999, 1999]",0.666666667,2,0:08:05,485,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_5,,,200,500,20,0.4,,,,,,[],"[999, 1999]",,,0:05:02,302,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_IOR,,,100,600,20,0.4,,,,,,[],[499],,,0:00:10,10,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_IOR,,,100,600,20,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_sw,,,100,700,,0.005,,,,,,[],[499],,,0:00:00,0,
Process Graph Metrics,Ostovar,Atomic_SerialMove_output_SerialMove_2,,,200,700,,0.005,,,,,,[],"[999, 1999]",,,0:00:18,18,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_lp,,,100,600,10,0.4,,,,,,[339],[499],1,160,0:00:09,9,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_lp,,,100,600,10,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_rp,,,400,600,,0.0001,,,,,,[614],[499],1,115,0:00:01,1,
Martjushev ADWIN J,Ostovar,Atomic_Swap_output_Swap_2,,,400,400,10,0.4,,,,,,[],"[999, 1999]",,,0:09:50,590,
Martjushev ADWIN WC,Ostovar,Atomic_Swap_output_Swap_2,,,400,400,10,0.4,,,,,,[],"[999, 1999]",,,0:05:34,334,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_lp,,,100,400,,0.005,,,,,,[476],[499],1,23,0:00:01,1,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cf,,,100,600,,0.0001,,,,,,[],[499],,,0:00:40,40,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_ROI,,,100,700,,0.05,,,,,,"[480, 1180]",[499],0.666666667,19,0:00:11,11,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_OIR,,,400,600,20,0.4,,,,,,[399],[499],1,100,0:00:10,10,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_OIR,,,400,600,20,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ostovar,Atomic_Loop_output_Loop_2,,,300,500,,0.1,,,,,,"[976, 2119]","[999, 1999]",1,71.5,0:00:20,20,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_IRO,,,200,600,10,0.4,,,,,,[379],[499],1,120,0:00:06,6,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_IRO,,,200,600,10,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_2,,,400,600,,0.005,,,,,,"[1050, 1921]","[999, 1999]",1,64.5,0:01:33,93,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_lp,,,300,400,,0.005,,,,,,[476],[499],1,23,0:00:02,2,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_pm,,,200,500,,0.0001,,,,,,[],[499],,,0:00:00,0,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_re,,,100,700,,0.05,,,,,,[525],[499],1,26,0:00:02,2,
Martjushev ADWIN J,Ostovar,Nested_IRO_output_IRO_2,,,200,400,10,0.4,,,,,,"[894, 1910]","[999, 1999]",1,97,0:16:45,1005,
Martjushev ADWIN WC,Ostovar,Nested_IRO_output_IRO_2,,,200,400,10,0.4,,,,,,[],"[999, 1999]",,,0:11:19,679,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_ROI,,,200,400,50,0.4,,,,,,[349],[499],1,150,0:00:09,9,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_ROI,,,200,400,50,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_lp,,,300,500,,0.05,,,,,,[474],[499],1,25,0:00:01,1,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_lp,,,100,700,,0.05,,,,,,[476],[499],1,23,0:00:02,2,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_IOR,,,100,700,,0.005,,,,,,[779],[499],,,0:00:00,0,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_RIO,,,200,700,20,0.4,,,,,,[],[499],,,0:00:06,6,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_RIO,,,200,700,20,0.4,,,,,,[],[499],,,0:00:03,3,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_re,,,100,400,,0.05,,,,,,[528],[499],1,29,0:00:06,6,
Process Graph Metrics,Ostovar,Nested_ROI_output_ROI_5,,,200,400,,0.0001,,,,,,[1054],"[999, 1999]",0.666666667,55,0:01:51,111,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_cd,,,300,700,20,0.4,,,,,,[],[499],,,0:00:08,8,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_cd,,,300,700,20,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_lp,,,100,400,,0.0001,,,,,,[481],[499],1,18,0:00:03,3,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,100,700,,0.1,,,,,,"[1032, 2165]","[999, 1999]",1,99.5,0:00:49,49,
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,,,200,400,,0.0001,,,,,,[2020],"[999, 1999]",0.666666667,21,0:00:33,33,
Process Graph Metrics,Ostovar,Atomic_ConditionalMove_output_ConditionalMove,,,400,500,,0.1,,,,,,[1042],"[999, 1999]",0.666666667,43,0:00:59,59,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_IRO,,,100,500,20,0.4,,,,,,[419],[499],1,80,0:00:08,8,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_IRO,,,100,500,20,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_OIR,,,100,600,,0.0001,,,,,,[543],[499],1,44,0:00:03,3,
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR_2,,,400,700,,0.1,,,,,,"[1051, 2116]","[999, 1999]",1,84.5,0:01:13,73,
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,,,300,500,,0.1,,,,,,[1148],"[999, 1999]",0.666666667,149,0:00:09,9,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_rp,,,300,500,,0.005,,,,,,[574],[499],1,75,0:00:02,2,
Process Graph Metrics,Ostovar,Atomic_SerialMove_output_SerialMove_5,,,400,500,,0.005,,,,,,[970],"[999, 1999]",0.666666667,29,0:00:39,39,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_pm,,,100,600,,0.005,,,,,,[],[499],,,0:00:55,55,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_lp,,,400,700,10,0.4,,,,,,[399],[499],1,100,0:00:09,9,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_lp,,,400,700,10,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,,,300,500,,0.0001,,,,,,"[1148, 2039]","[999, 1999]",1,94.5,0:00:08,8,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_pl,,,200,400,10,0.4,,,,,,[],[499],,,0:00:11,11,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_pl,,,200,400,10,0.4,,,,,,[],[499],,,0:00:06,6,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_IOR,,,300,500,,0.1,,,,,,[648],[499],1,149,0:00:00,0,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_rp,,,300,500,50,0.4,,,,,,[],[499],,,0:00:05,5,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_rp,,,300,500,50,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ostovar,Atomic_Skip_output_Skip_2,,,200,500,,0.1,,,,,,"[987, 2035]","[999, 1999]",1,24,0:00:22,22,
Martjushev ADWIN J,Ostovar,Nested_OIR_output_OIR_5,,,100,600,10,0.4,,,,,,[],"[999, 1999]",,,0:13:57,837,
Martjushev ADWIN WC,Ostovar,Nested_OIR_output_OIR_5,,,100,600,10,0.4,,,,,,[],"[999, 1999]",,,0:08:52,532,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_OIR,,,300,700,50,0.4,,,,,,[449],[499],1,50,0:00:12,12,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_OIR,,,300,700,50,0.4,,,,,,[],[499],,,0:00:05,5,
Martjushev ADWIN J,Ostovar,Composite_ORI_output_ORI_2,,,100,500,10,0.4,,,,,,[889],"[999, 1999]",0.666666667,110,0:13:08,788,
Martjushev ADWIN WC,Ostovar,Composite_ORI_output_ORI_2,,,100,500,10,0.4,,,,,,[],"[999, 1999]",,,0:08:06,486,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_IOR,,,400,400,,0.1,,,,,,[634],[499],1,135,0:00:03,3,
Martjushev ADWIN J,Ostovar,Atomic_Substitute_output_Substitute,,,400,400,50,0.4,,,,,,"[924, 1850]","[999, 1999]",1,112,0:07:13,433,
Martjushev ADWIN WC,Ostovar,Atomic_Substitute_output_Substitute,,,400,400,50,0.4,,,,,,[],"[999, 1999]",,,0:03:51,231,
Martjushev ADWIN J,Ostovar,Nested_IOR_output_IOR_5,,,400,500,20,0.4,,,,,,"[869, 1930]","[999, 1999]",1,99.5,0:13:15,795,
Martjushev ADWIN WC,Ostovar,Nested_IOR_output_IOR_5,,,400,500,20,0.4,,,,,,[],"[999, 1999]",,,0:07:59,479,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_lp,,,400,400,,0.05,,,,,,[600],[499],1,101,0:00:00,0,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO,,,300,600,,0.005,,,,,,"[912, 1824]","[999, 1999]",1,131,0:00:13,13,
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove_2,,,400,700,,0.05,,,,,,[],"[999, 1999]",,,0:03:54,234,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cf,,,400,400,,0.1,,,,,,[633],[499],1,134,0:00:02,2,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_cp,,,100,600,10,0.4,,,,,,[449],[499],1,50,0:00:11,11,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_cp,,,100,600,10,0.4,,,,,,[],[499],,,0:00:04,4,
Process Graph Metrics,Ostovar,Composite_IRO_output_IRO,,,300,700,,0.005,,,,,,"[1050, 2188]","[999, 1999]",1,120,0:00:56,56,
Process Graph Metrics,Ostovar,Nested_ROI_output_ROI_5,,,400,600,,0.0001,,,,,,"[1101, 2174]","[999, 1999]",1,138.5,0:01:51,111,
Martjushev ADWIN J,Ostovar,Nested_IRO_output_IRO_2,,,200,700,50,0.4,,,,,,"[961, 1850]","[999, 1999]",1,93.5,0:16:03,963,
Martjushev ADWIN WC,Ostovar,Nested_IRO_output_IRO_2,,,200,700,50,0.4,,,,,,[],"[999, 1999]",,,0:09:32,572,
Process Graph Metrics,Ostovar,Composite_ORI_output_ORI_2,,,300,400,,0.05,,,,,,"[960, 1998]","[999, 1999]",1,20,0:00:48,48,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_pl,,,100,500,,0.1,,,,,,[],[499],,,0:00:01,1,
Process Graph Metrics,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_5,,,300,400,,0.1,,,,,,[1147],"[999, 1999]",0.666666667,148,0:01:14,74,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_cp,,,200,600,50,0.4,,,,,,[349],[499],1,150,0:00:07,7,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_cp,,,200,600,50,0.4,,,,,,[],[499],,,0:00:03,3,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO,,,300,700,,0.005,,,,,,"[1006, 1986]","[999, 1999]",1,10,0:00:58,58,
Martjushev ADWIN J,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence,,,400,500,20,0.4,,,,,,[],"[999, 1999]",,,0:08:07,487,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence,,,400,500,20,0.4,,,,,,[],"[999, 1999]",,,0:03:36,216,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_lp,,,200,500,,0.0001,,,,,,[519],[499],1,20,0:00:00,0,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cb,,,300,400,,0.1,,,,,,[540],[499],1,41,0:00:00,0,
Martjushev ADWIN J,Ostovar,Nested_IOR_output_IOR_2,,,100,700,10,0.4,,,,,,"[659, 1760]","[999, 1999]",,,0:14:43,883,
Martjushev ADWIN WC,Ostovar,Nested_IOR_output_IOR_2,,,100,700,10,0.4,,,,,,[],"[999, 1999]",,,0:10:53,653,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_OIR,,,400,500,20,0.4,,,,,,[399],[499],1,100,0:00:09,9,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_OIR,,,400,500,20,0.4,,,,,,[],[499],,,0:00:05,5,
Process Graph Metrics,Ostovar,Composite_ROI_output_ROI,,,100,700,,0.1,,,,,,"[1018, 2148]","[999, 1999]",1,84,0:00:39,39,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_pm,,,200,700,,0.0001,,,,,,[],[499],,,0:00:01,1,
